location,new_cases_per_million,new_deaths_per_million,stringency_index_cov,population_density_cov,population_cov,median_age_cov,aged_65_older_cov,aged_70_older_cov,gdp_per_capita_cov,cardiovasc_death_rate_cov,diabetes_prevalence_cov,life_expectancy_cov,human_development_index_cov,Population,Area_km2,Density_km2,Year_x,Meningitis,Neoplasms,"Fire, heat, and hot substances",Malaria,Drowning,Interpersonal violence,HIV/AIDS,Drug use disorders,Tuberculosis,Road injuries,Maternal disorders,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Nutritional deficiencies,Self-harm,Conflict and terrorism,Diabetes mellitus,Poisonings,Protein-energy malnutrition,Cardiovascular diseases,Chronic kidney disease,Chronic respiratory diseases,Cirrhosis and other chronic liver diseases,Digestive diseases,Acute hepatitis,Alzheimer's disease and other dementias,Parkinson's disease,Total_death_ratio,air_polution,Obesity_rate
Lesotho,1433.028,23.615,56.104592274678076,73.562,2159067.0,22.2,4.506,2.647,2851.153,405.126,3.94,54.33,0.527,2108328,11720.0,69.0,2019,0.0076838139,0.1051069853,0.0058814378,0.0,0.0051699736,0.0356680744,0.5119222436,0.0003320167,0.1232256082,0.0437787669,0.0071146425,0.092063474,0.0537392664,0.0016126523,0.0,0.0678736895,0.0012332047,0.0092016043,0.0349091792,0.0,0.0601898756,0.0022292547,0.0089170186,0.1910518667,0.0265139011,0.0529329402,0.0187352253,0.040838048,0.0011383428,0.0061185926,0.0017549452,1.5169366436,27.79676,16.6
Liberia,347.463,16.019999999999992,67.60258620689652,49.127,5180208.0,19.2,3.057,1.756,752.788,272.509,2.42,64.1,0.48,4818973,43000.0,43.0,2019,0.0089645657,0.0426024383,0.0022203901,0.0951862565,0.0017846126,0.0026354163,0.0342811632,0.0001452592,0.0220378906,0.0104379087,0.0147956836,0.0402575404,0.0464829332,0.0006640419,0.0,0.0492428573,0.0003942749,0.006702673,0.0053745892,0.0,0.0131563302,0.0011828246,0.0062253928,0.0892098794,0.0133845946,0.0110811993,0.0198175005,0.0316249956,0.0013280838,0.0058933719,0.0014940943,0.5786087617,50.63222,9.9
Libya,14410.643999999995,212.415,84.81821782178228,3.623,6958538.0,29.0,4.424,2.816,17881.509,341.862,10.43,72.91,0.724,6678559,679358.0,4.0,2019,0.0006438515,0.0813798306,0.0020363674,0.0,0.0013775427,0.0019465277,0.0012727296,0.0030246046,0.0012577564,0.0322674397,0.0004042788,0.0125326436,0.0052256782,0.000359359,0.0,0.0010481303,7.48664e-05,0.0002695192,0.0051957316,0.0155572482,0.0134460143,0.0009882371,0.0002096261,0.1908645263,0.0205733003,0.017563669,0.0108406619,0.0168000313,0.000673798,0.0163807791,0.0030395778,0.4572543269,35.98622,32.5
Lithuania,52774.088999999985,667.713,50.10986970684063,45.135,2689862.0,43.5,19.002,13.778,29524.265,342.989,3.67,75.93,0.882,2801264,25212.0,43.0,2019,0.0005711707,0.2809446022,0.0021418902,0.0,0.0059972927,0.0053547256,0.0021775884,0.0060329908,0.0054261219,0.0093529207,7.13963e-05,0.0189557286,0.0010352469,0.0113163201,0.0,0.0004997744,0.0071396341,0.0001427927,0.0305933322,0.0,0.0084961646,0.0029629482,7.13963e-05,0.7604067307,0.0093529207,0.0278088749,0.0296294815,0.067183957,3.56982e-05,0.055046579,0.0098526951,1.3586009744,10.4691,26.3
Luxembourg,73115.90599999999,779.7579999999996,50.12464743589734,231.447,634814.0,39.7,14.312,9.842,94277.965,128.275,4.42,82.25,0.916,604245,998.0,234.0,2019,0.0001654958,0.2143170403,0.0004964874,0.0,0.0004964874,0.0011584705,0.0003309916,0.0024824368,0.0003309916,0.0062888398,0.0,0.0226729224,0.0009929747,0.004633882,0.0,0.0028134283,0.0001654958,0.0013239663,0.0114192091,0.0,0.0112537133,0.0001654958,0.0011584705,0.2204403843,0.0196939983,0.0365745683,0.0148946206,0.0350851062,0.0,0.0398844839,0.0094332597,0.6586732203,10.0889,22.6
Madagascar,623.1249999999999,9.173000000000009,60.75310104529629,43.951,28427333.0,19.6,2.929,1.686,1416.44,405.994,3.94,67.04,0.528,26262313,226755.0,45.0,2019,0.0079353254,0.0419270001,0.0015421338,0.0225418073,0.0016639814,0.0019686004,0.0096335764,0.0001865791,0.0467133264,0.0111604793,0.0089405682,0.0520670057,0.0476119525,0.0006054303,0.0,0.0697349087,0.0005330833,0.0201238939,0.0057953768,0.0005292755,0.010844437,0.0014431326,0.0194346934,0.1347824923,0.0073793957,0.0229606585,0.0172262055,0.0273738265,0.0009481267,0.0032708467,0.0007920094,0.5976701291,17.8598,5.3
Malawi,335.0599999999999,9.626000000000003,56.87406474820133,197.519,19647681.0,18.1,2.979,1.783,1095.042,227.349,3.94,64.26,0.483,18143217,45747.0,153.0,2019,0.0130572213,0.0557233042,0.0017692562,0.0390008012,0.0019621658,0.0018353967,0.0784149801,0.0002149564,0.0433274871,0.0114478044,0.0063439687,0.0507407259,0.0563295914,0.0006944744,0.0003251904,0.0418668861,0.0004684946,0.0113651289,0.0066636474,0.0,0.0137627191,0.0015983935,0.0109076577,0.0862581316,0.0098273641,0.0132391075,0.020343691,0.0322158964,0.0016535105,0.005616424,0.0011795042,0.6181538809,22.33194,5.8
Malaysia,3447.9539999999993,14.41200000000001,59.36032069970845,96.254,32776195.0,29.9,6.293,3.407,26808.164,260.942,16.74,76.16,0.81,31528033,127723.0,95.0,2019,0.0009229881,0.0992576987,0.0009864237,1.58589e-05,0.0024549581,0.0018301173,0.0048242781,0.0004377057,0.0063181867,0.0240801575,0.000808804,0.0688625262,0.0041835785,0.0005582334,3.1718e-06,0.0043167932,4.12331e-05,0.0007580555,0.0057187202,0.0,0.0119861585,0.0006533868,0.0007295095,0.1865768156,0.0193637199,0.0237027156,0.0151706261,0.0319461731,0.0006406997,0.0116309191,0.0032320443,0.5320122572,16.55023,15.6
Mali,339.96500000000026,12.910000000000007,51.22741134751746,15.196,20855724.0,16.4,2.519,1.486,2014.306,268.024,2.42,59.31,0.434,19077749,478838.0,15.0,2019,0.0328130955,0.048936591,0.0039784568,0.0943507539,0.0052050166,0.0121345553,0.0235667216,9.95925e-05,0.0295527528,0.0144513905,0.0184508141,0.0795901026,0.1677661238,0.0005241709,0.0,0.0727653981,0.0007023889,0.0779179976,0.004963898,0.006132799,0.014440907,0.0029615653,0.0761882337,0.1023129091,0.0141421297,0.0239755749,0.0171246618,0.0327397116,0.0021543422,0.0064263347,0.0017035553,0.9880725446,60.6721,8.6
Malta,24751.032999999996,424.34199999999976,54.52821192052997,1454.037,516100.0,42.4,19.426,11.324,36513.323,168.711,8.83,82.53,0.895,439248,122.0,1390.0,2019,0.0004553236,0.2281171457,0.0004553236,0.0,0.0009106473,0.0011383091,0.0002276618,0.0020489564,0.0002276618,0.0034149273,0.0,0.0437110698,0.00250428,0.0006829855,0.0,0.0006829855,0.0002276618,0.0002276618,0.0054638837,0.0,0.0280024041,0.0002276618,0.0002276618,0.3394437766,0.0239044913,0.0357429061,0.0091064729,0.0282300659,0.0,0.0500856008,0.0118384147,0.8173059411,13.0654,28.9
Mauritania,3008.0909999999994,72.658,48.17143344709873,4.289,4775110.0,20.3,3.138,1.792,3597.633,232.347,2.42,64.92,0.546,4403313,397953.0,4.0,2019,0.0049281075,0.0468737971,0.0012944799,0.0453522155,0.0009765374,0.0045420346,0.0004769136,0.0001135509,0.0109463034,0.0189857046,0.0113550865,0.0408101809,0.0429676473,0.0004087831,0.0,0.0349509562,0.0002725221,0.0063361383,0.0035200768,0.0,0.0141938581,0.0007267255,0.0059500653,0.0897506037,0.0133990021,0.0119228408,0.0136942343,0.0233006375,0.0005904645,0.00788043,0.0019303647,0.4584502623,66.54714,12.7
Mauritius,413.83800000000093,7.853999999999999,37.767750865051795,622.962,1273428.0,37.4,10.945,5.884,20292.745,224.644,22.02,74.99,0.804,1267185,760.0,644.0,2019,0.0003945754,0.1197141696,0.0016572166,0.0,0.0029198578,0.0025252824,0.0071812719,0.0011048111,0.0011837261,0.0130209875,0.0005524055,0.0228064568,0.0068656116,0.0059975457,0.0,0.0023674523,0.0,0.0012626412,0.0089174035,0.0,0.1498597285,0.0003156603,0.0012626412,0.261129985,0.0994329952,0.0423773956,0.0207546649,0.0314082001,7.89151e-05,0.0254895694,0.0049716498,0.8355528198,15.26528,10.8
Mexico,10947.871000000001,965.8009999999998,57.54989041095865,66.444,130262220.0,29.3,6.857,4.321,17336.469,152.783,13.06,75.05,0.779,126190788,758445.0,64.0,2019,0.0004136594,0.0843334143,0.0009089412,7.925e-07,0.0018804859,0.0243068456,0.0039891977,0.0004723007,0.0020572025,0.0167230908,0.0008075074,0.0179030501,0.0098137116,0.003580293,0.0,0.0039083677,0.0001204525,0.0059893437,0.0061850791,0.0,0.0585129875,0.0003732444,0.0053450811,0.1327632569,0.0574835938,0.0305283774,0.036712664,0.0563622758,0.0001917731,0.0187470103,0.0039408582,0.584354858,20.10763,28.9
Moldova,35988.344999999994,741.8440000000006,63.568729096989955,123.655,4024025.0,37.6,10.864,6.955,5189.972,408.502,5.72,71.9,0.75,4051944,13068.0,120.0,2019,0.0004935902,0.1541235516,0.0023939127,0.0,0.0041214785,0.0051333385,0.0040227604,0.0006910263,0.0045410302,0.0088846243,0.0001480771,0.0215205343,0.0035044907,0.0108343057,0.0,0.0001974361,0.0047631458,4.9359e-05,0.013549052,0.0,0.0070089814,0.0044423121,2.46795e-05,0.578438399,0.0060464804,0.023963806,0.0677452601,0.0866991252,2.46795e-05,0.0310715054,0.0040227604,1.0484597023,13.95982,18.9
Mongolia,366.43300000000005,0.3,63.92643097643099,1.98,3329282.0,28.6,4.031,2.421,11840.846,460.043,4.82,69.87,0.737,3170216,603905.0,2.0,2019,0.0007570462,0.1880313518,0.0031228156,0.0,0.0050154311,0.0090845545,0.0004731539,0.0006308718,0.0117026726,0.0211972938,0.0012932873,0.0167181038,0.0178221295,0.0184214577,0.0003785231,0.001545636,0.0082959647,0.0004731539,0.0186738065,0.0,0.0043845593,0.0028073797,0.0,0.309316463,0.0123335445,0.0142892472,0.0522361883,0.0689227485,0.0004731539,0.0070973082,0.0016718104,0.7971696566,42.28819,20.6
Morocco,11760.493999999999,197.848,66.55027355623116,80.08,37344787.0,29.6,6.769,4.209,7485.013,419.146,7.14,76.68,0.686,36029093,172413.0,81.0,2019,0.0011102139,0.0776233806,0.0022426321,0.0,0.0009825393,0.0009714372,0.0013711142,0.0011296426,0.0109134027,0.0254905112,0.0015737282,0.0173415412,0.014252371,0.0003080844,0.0,0.0038163603,0.0002886556,0.00059674,0.0071220222,0.0,0.0183657135,0.0006439241,0.0004746164,0.3248319351,0.025867984,0.0260150873,0.0126314587,0.020600019,0.0010713564,0.0137250194,0.0038579933,0.6152194839,34.99173,26.1
Mozambique,579.6019999999999,5.147999999999997,65.01719298245615,37.728,32163045.0,17.7,3.158,1.87,1136.103,329.942,3.3,60.85,0.456,29496004,309494.0,37.0,2019,0.0092521007,0.0458740106,0.0023291291,0.069595868,0.0024274475,0.0061398147,0.2247897715,0.0004576891,0.0701789978,0.0168802527,0.0070246804,0.0526308581,0.0824416758,0.0008746948,0.0021799563,0.0300616992,0.0005424464,0.0119677228,0.008272307,0.0005390561,0.0159750453,0.0020951991,0.0113981541,0.1074450627,0.0089673164,0.0127440992,0.008635068,0.0238472981,0.0016307294,0.005183753,0.0011560888,0.8435379925,20.71532,7.2
Namibia,9253.106,79.20300000000009,54.26587030716707,3.078,2587344.0,22.0,3.552,2.085,9541.808,243.811,3.94,63.71,0.646,2448301,318250.0,3.0,2019,0.0040844651,0.0653514417,0.0035943293,0.007842173,0.0029816595,0.0178899572,0.1540660237,0.0002450679,0.033941905,0.0234856744,0.0031450381,0.0596740352,0.0360249822,0.0011436502,0.0,0.0284278771,0.0006943591,0.007719639,0.0106604539,0.0,0.0322672743,0.0011844949,0.0075154158,0.1530449075,0.0142547832,0.032308119,0.0138463367,0.0297757506,0.0003267572,0.0093125804,0.0021647665,0.7569739178,24.23679,17.2
Nepal,8781.592999999999,62.547,70.39239766081846,204.43,29674920.0,25.0,5.809,3.212,2442.804,260.797,7.26,70.78,0.602,28095714,56827.0,191.0,2019,0.0016692938,0.076912087,0.000679819,3.5593e-06,0.0052534703,0.001904205,0.0051039813,0.0001281334,0.0266517519,0.0096847512,0.0061005746,0.0311791329,0.0298871209,0.0008079524,0.0004235521,0.0200279658,0.0008079524,0.0046270403,0.0125570754,7.47445e-05,0.0123648753,0.0017725123,0.0035165506,0.1655092303,0.018180709,0.1452178791,0.0282783346,0.0403015207,0.0019326791,0.0087130727,0.003114354,0.6633858816,82.82545,4.1
Netherlands,46493.488000000005,667.246,58.31469255663437,508.544,17173094.0,43.2,18.779,11.881,48472.545,109.361,5.29,82.28,0.944,17059560,14422.0,457.0,2019,0.0005627343,0.3312688018,0.0006330761,0.0,0.0004689453,0.0008441015,0.000287229,0.0010316796,0.0005803198,0.0047480709,4.10327e-05,0.0371052946,0.0018054393,0.0028136716,0.0,0.0024912718,9.37891e-05,0.0012309813,0.0118232827,0.0,0.019678116,8.20654e-05,0.0007385888,0.2495316409,0.0221576641,0.0631083099,0.0106098868,0.0379728434,2.93091e-05,0.0510857255,0.0112488247,0.8640726959,12.03303,20.4
New Zealand,421.7269999999983,4.874999999999999,41.36149350649346,18.206,5126300.0,37.9,15.322,9.72,36085.843,128.797,8.08,82.29,0.931,4743131,104427.0,18.0,2019,0.0002740806,0.223143742,0.0004849118,0.0,0.001054156,0.001222821,0.0001897481,0.0013704028,0.0003794962,0.0074212582,0.0001264987,0.0188904755,0.0021293951,0.0012017378,4.21662e-05,0.0016866496,0.0001475818,0.0003162468,0.0107945574,0.0,0.0141256904,0.000168665,0.0002529974,0.2519011176,0.0192910548,0.0505151555,0.0062616866,0.0229384345,2.10831e-05,0.0435577259,0.0084964974,0.6884060339,6.05027,30.8
Nicaragua,902.0640000000002,24.617000000000004,15.138298611111079,51.667,6702379.0,27.3,5.445,3.519,5321.444,137.016,11.47,74.48,0.66,6465501,50337.0,50.0,2019,0.000680535,0.0685020387,0.0003712009,4.64001e-05,0.0026602733,0.0061093487,0.0086768218,0.0001856005,0.0022117389,0.0114762955,0.0008197354,0.0156368393,0.0097440245,0.005985615,0.0,0.0030160076,6.18668e-05,0.0022426723,0.0054906805,0.0,0.0294486073,0.0003402675,0.0022117389,0.1268579187,0.0537468017,0.0207717855,0.0251024631,0.0345990202,9.28002e-05,0.0109194941,0.0033717418,0.4513803339,20.53888,23.7
Niger,132.24499999999992,4.15,29.974111498257894,16.955,25130810.0,15.1,2.553,1.378,926.0,238.339,2.42,62.42,0.394,22442831,489189.0,18.0,2019,0.0346302122,0.0310834226,0.0031546822,0.1061452541,0.0039700874,0.0087422126,0.0063405548,6.23807e-05,0.0262088147,0.0124093079,0.0156130035,0.1053432163,0.1004596969,0.0004500324,0.0,0.1278537454,0.000552515,0.0109121706,0.0043310044,0.0017600275,0.0093927544,0.0021476791,0.0105646208,0.0766436284,0.0098071406,0.0161254166,0.0148154215,0.0289580223,0.0015817969,0.003805224,0.0010604723,0.7749245182,80.07251,5.5
Nigeria,414.4129999999997,6.091000000000008,63.17727272727288,209.588,211400704.0,18.1,2.751,1.447,5338.454,181.013,2.42,54.69,0.539,195874685,356667.0,212.0,2019,0.0229299667,0.0416378462,0.002050801,0.0975654409,0.0016097027,0.0066154542,0.0420013439,0.0001398854,0.0231157998,0.0094488984,0.0090108632,0.0883105441,0.0997561272,0.0006233577,0.0,0.0924764729,0.0004732618,0.0028058756,0.004068928,0.0015754971,0.0124942128,0.001858331,0.0025506104,0.0834696939,0.0102335838,0.0125110603,0.0206157319,0.0357764455,0.0012967475,0.0061840559,0.0017021087,0.7349086484,70.49678,8.9
Norway,9068.860999999994,79.784,48.21212218649515,14.462,5465629.0,39.7,16.821,10.813,64800.057,114.316,5.31,82.4,0.957,5337962,125014.0,16.0,2019,0.0003559411,0.2374501729,0.001011622,0.0,0.0009741546,0.0005994797,0.0002622724,0.0044773642,0.0008242846,0.0037842158,1.87337e-05,0.0381418976,0.0009928883,0.0045148317,0.0,0.0065380758,0.0005994797,0.0018921079,0.0105283627,0.0,0.0124766718,0.0003746748,0.001742238,0.2383681263,0.0145373834,0.0519111976,0.0067441469,0.0263958417,3.74675e-05,0.0493259412,0.009423072,0.7243026458,6.66793,23.1
Oman,24671.206999999973,286.9659999999998,72.74551282051286,14.98,5223376.0,30.7,2.355,1.53,37960.709,266.342,12.61,77.86,0.813,4829473,119498.0,16.0,2019,0.0002898867,0.028326072,0.0004555362,0.0,0.0023812122,0.0006211858,0.0020292069,0.0003520053,0.0003727115,0.0425098142,0.0002898867,0.0084274205,0.0070401056,0.0001656495,0.0,0.0007454229,0.0001863557,0.0007868353,0.0024433308,0.0,0.0145978661,0.0004969486,4.14124e-05,0.1034895526,0.0041205324,0.0050523111,0.0057770278,0.0072471675,0.000641892,0.0033751095,0.0012423716,0.2435048296,44.23674,27.0
Pakistan,2141.108,45.183000000000014,63.54723472668798,255.573,225199929.0,23.5,4.495,2.78,5034.708,423.031,8.35,67.27,0.557,212228286,307372.0,267.0,2019,0.0084753076,0.0847073703,0.0013089678,0.0018993698,0.0016388013,0.0063356305,0.0018607322,0.0004085224,0.0295785266,0.0091165982,0.0076153845,0.0321319091,0.1176963753,0.0010092905,0.0001060179,0.0362929944,0.0002054392,0.0068939915,0.0083344215,0.0002355954,0.0224724993,0.0009923277,0.003982504,0.1607269259,0.0209161563,0.038994802,0.0207653753,0.0293792129,0.0040126602,0.0051642503,0.002013398,0.6652713578,63.86198,8.6
Panama,56324.38700000003,917.9400000000005,77.11513422818814,55.133,4381583.0,29.7,7.918,5.03,22267.037,128.346,8.33,78.51,0.815,4176869,29119.0,55.0,2019,0.0008618896,0.0953824503,0.0005506517,0.0,0.0030166136,0.0149633613,0.0129283442,0.0004548862,0.0045009791,0.0126889304,0.001268893,0.0195840473,0.0086188961,0.0007661241,0.0,0.0044530963,4.78828e-05,0.0030166136,0.0047643342,0.0,0.0291366571,0.0002154724,0.002849024,0.1273202487,0.0276283503,0.0209965886,0.0120425132,0.0223851885,2.39414e-05,0.0252342125,0.0045488618,0.4602490526,13.22791,22.7
Papua New Guinea,85.541,0.99,51.750731707316916,18.22,9119005.0,22.6,3.808,2.142,3823.194,561.494,17.65,64.5,0.555,8606323,178703.0,19.0,2019,0.0069599991,0.06559131,0.008331084,0.0107827698,0.004403739,0.0114218349,0.0445021643,0.0002904841,0.0178705819,0.0259344205,0.0089469103,0.0733298065,0.0506952853,0.001150317,0.0001161936,0.0362059384,0.0003369616,0.0023819696,0.0033579962,0.0,0.0545761529,0.0017661433,0.0023471115,0.1805649172,0.0086099488,0.0831249304,0.0076687803,0.01589529,0.0010573621,0.0046709843,0.0023122534,0.7352036404,16.04683,21.3
Paraguay,14949.786000000004,313.33600000000007,75.15253333333342,17.144,7219641.0,26.5,6.378,3.833,8827.01,199.128,8.27,74.25,0.728,6956066,157047.0,17.0,2019,0.0009344362,0.0882826586,0.0008625565,0.0,0.0026020455,0.0118314001,0.0081942868,0.0002156391,0.0034789779,0.0215782886,0.0016388574,0.0211901382,0.0078923921,0.0045715495,0.000244391,0.0026020455,8.62557e-05,0.0043702863,0.0061385272,0.0,0.0351779296,0.0001725113,0.0042840307,0.1424943352,0.0270698984,0.0165035812,0.0107819564,0.0239790709,2.87519e-05,0.0181280626,0.0030764515,0.4684113118,12.84044,20.3
Peru,30430.300999999992,2789.9270000000015,67.65808219178086,25.129,33359415.0,29.1,7.151,4.455,12236.706,85.755,5.95,76.74,0.777,31989260,496222.0,25.0,2019,0.000447025,0.1043944124,0.0008690417,5.93949e-05,0.0021507218,0.0035699482,0.0075056441,0.0005189242,0.0060739136,0.0148643639,0.0015192599,0.056828448,0.0122947514,0.0010691088,0.0002375797,0.0038200321,0.0001969411,0.0040638639,0.003176066,0.0,0.0148831201,0.0004595292,0.0036606036,0.0913275268,0.0251459396,0.0217604283,0.0213446638,0.0364153469,9.37815e-05,0.0223324953,0.004576536,0.4656594119,31.0593,19.7
Philippines,4269.035,83.21099999999997,71.77528189910979,351.873,111046910.0,25.2,4.803,2.661,7599.188,370.437,7.07,71.23,0.718,106651394,115830.0,356.0,2019,0.001927776,0.076249355,0.0009413848,4.31312e-05,0.0044931433,0.0145989653,0.0048963261,0.0003047311,0.0273611051,0.0102624069,0.0017430621,0.0547700295,0.0221966156,0.0010360858,7.5011e-06,0.0078686266,0.0001800258,0.0033857973,0.0042840509,0.0003928688,0.0259537161,0.0001790881,0.0028232167,0.1915689916,0.0312776034,0.0311566485,0.0133959806,0.0262021892,0.0001284559,0.0098198435,0.0022775136,0.5717262355,18.79358,6.4
Poland,34258.748999999996,755.4540000000002,56.73600660065998,124.027,37797000.0,41.8,16.763,10.202,27216.445,227.331,5.91,78.73,0.88,37921592,120420.0,122.0,2019,0.0003559977,0.3219274128,0.0014609091,0.0,0.0020674238,0.0016270414,0.0003533607,0.0005564112,0.0014740942,0.0101604384,3.69183e-05,0.0314069093,0.0014371759,0.011550148,0.0,0.0006988103,0.0009255941,0.0003296275,0.0173463182,0.0,0.0214231512,0.0005880555,0.000266339,0.4607823427,0.0123808093,0.029927541,0.0225860771,0.0478487296,2.90072e-05,0.0487031241,0.00905289,1.0573026575,22.76563,23.1
Portugal,40684.61199999999,679.1969999999999,64.24931372549003,112.371,10167923.0,46.2,21.502,14.924,27936.896,127.842,9.85,82.05,0.864,10256193,35603.0,111.0,2019,0.0003510074,0.308603787,0.001511282,0.0,0.0009165194,0.0016185343,0.0046995995,0.0004972605,0.0021840463,0.0093309477,4.8751e-05,0.0807219599,0.0009555202,0.0017745376,0.0,0.0023107989,0.0003900083,0.0016087841,0.0132310303,0.0,0.0413896267,0.000234005,0.001228526,0.3641994647,0.0396638402,0.0687584565,0.0203974321,0.0529728721,3.90008e-05,0.0643708635,0.0129385241,1.0969469861,8.1761,20.8
Qatar,49081.32900000001,83.57799999999986,71.09583061889276,227.322,2930524.0,31.9,1.307,0.617,116935.6,176.69,16.52,80.23,0.848,2781682,4481.0,240.0,2019,0.0001797474,0.0298740115,0.0012582315,0.0,0.0013660799,0.0009706358,0.0001437979,0.0002875958,0.0003235453,0.0264947611,0.0002156968,0.0025164631,0.0029119073,0.0002156968,0.0,0.0002156968,0.0001437979,3.59495e-05,0.0047093809,0.0,0.0124025679,0.0002516463,0.0,0.0402993584,0.0047812798,0.0023726652,0.0063630566,0.0079448334,7.18989e-05,0.0014739284,0.00068304,0.1485072701,77.11195,35.1
Romania,33054.712999999996,824.3019999999998,58.44648387096772,85.129,19127772.0,43.0,17.85,11.69,23313.199,370.946,9.74,76.05,0.828,19506114,92043.0,82.0,2019,0.0003075959,0.2696077753,0.0020865253,0.0,0.0032297566,0.0019481071,0.0007279769,0.0007638631,0.0048241285,0.0116630099,0.0001332915,0.0326154148,0.002255703,0.0027939958,0.0,0.0004665204,0.0015277261,0.0003844948,0.0111862363,0.0,0.0124012399,0.0016097517,0.000343482,0.7711787186,0.0156002369,0.0415562013,0.0532448442,0.0749816186,3.07596e-05,0.0454934284,0.0106325637,1.3735949662,15.06436,22.5
Russia,21433.110000000004,385.64200000000034,53.71479166666648,8.823,145912022.0,39.6,14.178,9.393,24765.954,431.297,6.18,72.58,0.824,145734038,6601633.0,9.0,2019,0.0007843054,0.2036737636,0.0045281117,0.0,0.0048622821,0.0152915546,0.0128192427,0.0040326886,0.0054771007,0.0143185492,0.0001413534,0.0226247762,0.0024400614,0.0195287253,0.0,0.0002902548,0.0062469963,0.0003122126,0.0267885255,1.37236e-05,0.0128631583,0.0039832836,0.0001688006,0.6895650555,0.0079953868,0.0270286891,0.0316343393,0.0623649775,3.91123e-05,0.0332365731,0.0064432442,1.2194968481,11.77739,23.1
Rwanda,631.4119999999997,6.920000000000002,73.7740614334471,494.869,13276517.0,20.3,2.974,1.642,1854.211,191.375,4.28,69.02,0.543,12301970,10169.0,467.0,2019,0.0080881355,0.0580638711,0.0017802027,0.027524047,0.0017233012,0.0037473673,0.0249147088,0.0001544468,0.0321899663,0.0195253281,0.0068200459,0.0458544445,0.0458056718,0.0009998399,0.0,0.0297594613,0.0004145677,0.009283066,0.0061697435,8.1288e-06,0.0155747413,0.0014956954,0.0089010134,0.0961309449,0.0102910347,0.020484524,0.0211266976,0.034929365,0.0014469227,0.0062754177,0.0012843471,0.5407670479,36.22432,5.8
Saudi Arabia,10264.117999999997,176.08599999999993,67.49144262295087,15.322,35340680.0,31.9,3.295,1.845,49045.411,259.538,17.72,75.13,0.854,33702756,852012.0,15.0,2019,0.000534081,0.0388810933,0.002115554,2.9671e-06,0.0021481923,0.0011957479,0.0020265405,0.0005963904,0.0038602184,0.0632470531,0.0007269435,0.01394248,0.0031955844,0.0003085801,3.56054e-05,0.0009791484,3.26383e-05,0.0001958297,0.0053141055,0.0,0.0088687109,0.0007299106,0.0001809941,0.1360037144,0.0205621166,0.0110465744,0.011165259,0.0142985339,0.0001928626,0.0050648677,0.0016675194,0.3491198168,64.06007,35.4
Senegal,1113.035999999999,23.819999999999986,47.32808441558427,82.328,17196308.0,18.7,3.008,1.796,2470.58,241.219,2.42,67.94,0.512,15854323,75951.0,81.0,2019,0.0098585099,0.0517902909,0.0017850021,0.0425120644,0.0015894718,0.001179489,0.010110807,0.0001261486,0.0235393211,0.0114984412,0.0111452252,0.0428463581,0.0592141336,0.0005613611,0.0,0.0420074701,0.0004162902,0.0026806569,0.0071021639,1.26149e-05,0.0163930052,0.0013687119,0.0024977415,0.1007990061,0.0154342762,0.0174274234,0.0149170671,0.0275886898,0.0006748948,0.0078590552,0.0021066809,0.527042372,60.17498,8.8
Seychelles,2284.9029999999993,0.0,37.44647260273948,208.354,98910.0,36.2,8.606,5.586,26382.287,242.648,10.55,73.4,0.796,97096,176.0,213.0,2019,0.0020598171,0.1864134465,0.0020598171,0.0,0.0123589025,0.0051495427,0.0041196342,0.0010299085,0.0041196342,0.0164785367,0.0010299085,0.0793029579,0.0082392684,0.0010299085,0.0,0.0051495427,0.0,0.0020598171,0.0092691769,0.0,0.0267776221,0.0010299085,0.0020598171,0.2492378677,0.0453159759,0.0319271649,0.033986982,0.0525253358,0.0,0.0185383538,0.0061794513,0.8074482986,15.50187,14.0
Sierra Leone,320.704,9.341999999999999,46.05152173913037,104.7,8141343.0,19.1,2.538,1.285,1390.3,325.721,2.42,54.7,0.452,7650150,27915.0,106.0,2019,0.0213067718,0.0496853003,0.0030587636,0.1531603955,0.0040129932,0.0019346026,0.0365744463,0.0001307164,0.0327967425,0.0195159572,0.0181695784,0.0975144278,0.0884296386,0.0006405103,9.15015e-05,0.0489402169,0.000653582,0.0154245342,0.0064181748,0.0,0.0143134448,0.0023267518,0.0149408835,0.1177623968,0.0135422181,0.0193329543,0.0155813938,0.0303784893,0.001882316,0.006339745,0.0017777429,0.8366371901,51.27564,8.7
Singapore,10745.027999999998,5.309999999999998,50.43764534883741,7915.731,5453600.0,42.4,12.922,7.049,85535.383,92.243,10.99,83.62,0.938,5757499,276.0,8041.0,2019,8.68433e-05,0.1215979369,0.0002257925,0.0,0.0002952671,0.0004342163,0.0006252715,0.0002778984,0.0010073819,0.0029179336,3.47373e-05,0.0602865932,0.0005210596,0.0002257925,0.0,0.0006252715,3.47373e-05,3.47373e-05,0.0080590548,0.0,0.0031089888,5.2106e-05,1.73687e-05,0.1182805242,0.0131654387,0.0130264895,0.0043942691,0.0102822423,1.73687e-05,0.0256534999,0.0041163707,0.3894051914,19.0006,6.1
