location,new_cases_per_million,new_deaths_per_million,total_deaths_per_million,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,population_density_cov,population_cov,median_age_cov,gdp_per_capita_cov,diabetes_prevalence_cov,life_expectancy_cov,Population,Area_km2,Density_km2,Year_x,Meningitis,Neoplasms,"Fire, heat, and hot substances",Malaria,Drowning,Interpersonal violence,HIV/AIDS,Drug use disorders,Tuberculosis,Road injuries,Maternal disorders,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Nutritional deficiencies,Self-harm,Conflict and terrorism,Diabetes mellitus,Poisonings,Protein-energy malnutrition,Cardiovascular diseases,Chronic kidney disease,Chronic respiratory diseases,Cirrhosis and other chronic liver diseases,Digestive diseases,Acute hepatitis,Alzheimer's disease and other dementias,Parkinson's disease,Total_death_ratio,air_polution,Obesity_rate
Namibia,47704.895000000055,1323.6879999999999,1321.819,24.36,10.97,13.39,3.078,2587344.0,22.0,9541.808,3.94,63.71,2448301,318250.0,3.0,2019,0.0040844651,0.0653514417,0.0035943293,0.007842173,0.0029816595,0.0178899572,0.1540660237,0.0002450679,0.033941905,0.0234856744,0.0031450381,0.0596740352,0.0360249822,0.0011436502,0.0,0.0284278771,0.0006943591,0.007719639,0.0106604539,0.0,0.0322672743,0.0011844949,0.0075154158,0.1530449075,0.0142547832,0.032308119,0.0138463367,0.0297757506,0.0003267572,0.0093125804,0.0021647665,0.7569739178,24.23679,17.2
Nepal,19120.925999999992,327.8749999999994,327.68399999999997,74.1,32.81,41.28,204.43,29674920.0,25.0,2442.804,7.26,70.78,28095714,56827.0,191.0,2019,0.0016692938,0.076912087,0.000679819,3.5593e-06,0.0052534703,0.001904205,0.0051039813,0.0001281334,0.0266517519,0.0096847512,0.0061005746,0.0311791329,0.0298871209,0.0008079524,0.0004235521,0.0200279658,0.0008079524,0.0046270403,0.0125570754,7.47445e-05,0.0123648753,0.0017725123,0.0035165506,0.1655092303,0.018180709,0.1452178791,0.0282783346,0.0403015207,0.0019326791,0.0087130727,0.003114354,0.6633858816,82.82545,4.1
Netherlands,135754.21499999994,549.8720000000006,547.7760000000001,162.9,71.18,77.54,508.544,17173094.0,43.2,48472.545,5.29,82.28,17059560,14422.0,457.0,2019,0.0005627343,0.3312688018,0.0006330761,0.0,0.0004689453,0.0008441015,0.000287229,0.0010316796,0.0005803198,0.0047480709,4.10327e-05,0.0371052946,0.0018054393,0.0028136716,0.0,0.0024912718,9.37891e-05,0.0012309813,0.0118232827,0.0,0.019678116,8.20654e-05,0.0007385888,0.2495316409,0.0221576641,0.0631083099,0.0106098868,0.0379728434,2.93091e-05,0.0510857255,0.0112488247,0.8640726959,12.03303,20.4
New Zealand,2332.269,5.07,5.072,159.68,75.21,77.52,18.206,5126300.0,37.9,36085.843,8.08,82.29,4743131,104427.0,18.0,2019,0.0002740806,0.223143742,0.0004849118,0.0,0.001054156,0.001222821,0.0001897481,0.0013704028,0.0003794962,0.0074212582,0.0001264987,0.0188904755,0.0021293951,0.0012017378,4.21662e-05,0.0016866496,0.0001475818,0.0003162468,0.0107945574,0.0,0.0141256904,0.000168665,0.0002529974,0.2519011176,0.0192910548,0.0505151555,0.0062616866,0.0229384345,2.10831e-05,0.0435577259,0.0084964974,0.6884060339,6.05027,30.8
Nicaragua,1707.004,7.748,7.759000000000004,116.15,43.35,72.8,51.667,6702379.0,27.3,5321.444,11.47,74.48,6465501,50337.0,50.0,2019,0.000680535,0.0685020387,0.0003712009,4.64001e-05,0.0026602733,0.0061093487,0.0086768218,0.0001856005,0.0022117389,0.0114762955,0.0008197354,0.0156368393,0.0097440245,0.005985615,0.0,0.0030160076,6.18668e-05,0.0022426723,0.0054906805,0.0,0.0294486073,0.0003402675,0.0022117389,0.1268579187,0.0537468017,0.0207717855,0.0251024631,0.0345990202,9.28002e-05,0.0109194941,0.0033717418,0.4513803339,20.53888,23.7
Niger,159.25300000000027,6.74,6.566,3.87,1.85,2.02,16.955,25130810.0,15.1,926.0,2.42,62.42,22442831,489189.0,18.0,2019,0.0346302122,0.0310834226,0.0031546822,0.1061452541,0.0039700874,0.0087422126,0.0063405548,6.23807e-05,0.0262088147,0.0124093079,0.0156130035,0.1053432163,0.1004596969,0.0004500324,0.0,0.1278537454,0.000552515,0.0109121706,0.0043310044,0.0017600275,0.0093927544,0.0021476791,0.0105646208,0.0766436284,0.0098071406,0.0161254166,0.0148154215,0.0289580223,0.0015817969,0.003805224,0.0010604723,0.7749245182,80.07251,5.5
Nigeria,723.3930000000001,8.212000000000003,8.174,7.02,2.12,4.88,209.588,211400704.0,18.1,5338.454,2.42,54.69,195874685,356667.0,212.0,2019,0.0229299667,0.0416378462,0.002050801,0.0975654409,0.0016097027,0.0066154542,0.0420013439,0.0001398854,0.0231157998,0.0094488984,0.0090108632,0.0883105441,0.0997561272,0.0006233577,0.0,0.0924764729,0.0004732618,0.0028058756,0.004068928,0.0015754971,0.0124942128,0.001858331,0.0025506104,0.0834696939,0.0102335838,0.0125110603,0.0206157319,0.0357764455,0.0012967475,0.0061840559,0.0017021087,0.7349086484,70.49678,8.9
North Macedonia,67848.77700000006,2616.8370000000077,2611.082,84.27,39.22,40.47,82.6,2082661.0,39.1,13111.214,10.08,75.8,2082957,9928.0,81.0,2019,0.0002400434,0.2607350992,0.0006241127,0.0,0.0010561908,0.0021123816,9.60173e-05,0.0006241127,0.0018243295,0.008209483,4.80087e-05,0.0086895697,0.00542498,0.0012962342,0.0,0.0003360607,0.0002400434,4.80087e-05,0.0101298299,0.0,0.0510812273,0.0004320781,0.0,0.6732256115,0.017427148,0.0313016543,0.0152187491,0.0284691427,4.80087e-05,0.0209797898,0.008641561,1.1485594758,32.6682,22.4
Norway,63022.21700000001,159.0070000000002,158.99399999999997,178.81,71.8,78.44,14.462,5465629.0,39.7,64800.057,5.31,82.4,5337962,125014.0,16.0,2019,0.0003559411,0.2374501729,0.001011622,0.0,0.0009741546,0.0005994797,0.0002622724,0.0044773642,0.0008242846,0.0037842158,1.87337e-05,0.0381418976,0.0009928883,0.0045148317,0.0,0.0065380758,0.0005994797,0.0018921079,0.0105283627,0.0,0.0124766718,0.0003746748,0.001742238,0.2383681263,0.0145373834,0.0519111976,0.0067441469,0.0263958417,3.74675e-05,0.0493259412,0.009423072,0.7243026458,6.66793,23.1
Oman,33813.756999999976,501.0009999999997,501.017,117.13,55.56,59.77,14.98,5223376.0,30.7,37960.709,12.61,77.86,4829473,119498.0,16.0,2019,0.0002898867,0.028326072,0.0004555362,0.0,0.0023812122,0.0006211858,0.0020292069,0.0003520053,0.0003727115,0.0425098142,0.0002898867,0.0084274205,0.0070401056,0.0001656495,0.0,0.0007454229,0.0001863557,0.0007868353,0.0024433308,0.0,0.0145978661,0.0004969486,4.14124e-05,0.1034895526,0.0041205324,0.0050523111,0.0057770278,0.0072471675,0.000641892,0.0033751095,0.0012423716,0.2435048296,44.23674,27.0
Pakistan,3603.7770000000028,82.93900000000019,82.691,69.55,31.34,43.06,255.573,225199929.0,23.5,5034.708,8.35,67.27,212228286,307372.0,267.0,2019,0.0084753076,0.0847073703,0.0013089678,0.0018993698,0.0016388013,0.0063356305,0.0018607322,0.0004085224,0.0295785266,0.0091165982,0.0076153845,0.0321319091,0.1176963753,0.0010092905,0.0001060179,0.0362929944,0.0002054392,0.0068939915,0.0083344215,0.0002355954,0.0224724993,0.0009923277,0.003982504,0.1607269259,0.0209161563,0.038994802,0.0207653753,0.0293792129,0.0040126602,0.0051642503,0.002013398,0.6652713578,63.86198,8.6
Panama,56186.768999999986,767.7589999999981,758.8580000000001,134.48,56.33,69.13,55.133,4381583.0,29.7,22267.037,8.33,78.51,4176869,29119.0,55.0,2019,0.0008618896,0.0953824503,0.0005506517,0.0,0.0030166136,0.0149633613,0.0129283442,0.0004548862,0.0045009791,0.0126889304,0.001268893,0.0195840473,0.0086188961,0.0007661241,0.0,0.0044530963,4.78828e-05,0.0030166136,0.0047643342,0.0,0.0291366571,0.0002154724,0.002849024,0.1273202487,0.0276283503,0.0209965886,0.0120425132,0.0223851885,2.39414e-05,0.0252342125,0.0045488618,0.4602490526,13.22791,22.7
Papua New Guinea,3879.5909999999994,63.71400000000003,63.713,5.53,2.41,3.11,18.22,9119005.0,22.6,3823.194,17.65,64.5,8606323,178703.0,19.0,2019,0.0069599991,0.06559131,0.008331084,0.0107827698,0.004403739,0.0114218349,0.0445021643,0.0002904841,0.0178705819,0.0259344205,0.0089469103,0.0733298065,0.0506952853,0.001150317,0.0001161936,0.0362059384,0.0003369616,0.0023819696,0.0033579962,0.0,0.0545761529,0.0017661433,0.0023471115,0.1805649172,0.0086099488,0.0831249304,0.0076687803,0.01589529,0.0010573621,0.0046709843,0.0023122534,0.7352036404,16.04683,21.3
Paraguay,49552.60000000001,1989.3259999999977,1986.9410000000003,94.65,40.83,48.06,17.144,7219641.0,26.5,8827.01,8.27,74.25,6956066,157047.0,17.0,2019,0.0009344362,0.0882826586,0.0008625565,0.0,0.0026020455,0.0118314001,0.0081942868,0.0002156391,0.0034789779,0.0215782886,0.0016388574,0.0211901382,0.0078923921,0.0045715495,0.000244391,0.0026020455,8.62557e-05,0.0043702863,0.0061385272,0.0,0.0351779296,0.0001725113,0.0042840307,0.1424943352,0.0270698984,0.0165035812,0.0107819564,0.0239790709,2.87519e-05,0.0181280626,0.0030764515,0.4684113118,12.84044,20.3
Peru,38420.763,3281.192000000001,3276.826,150.44,64.78,73.56,25.129,33359415.0,29.1,12236.706,5.95,76.74,31989260,496222.0,25.0,2019,0.000447025,0.1043944124,0.0008690417,5.93949e-05,0.0021507218,0.0035699482,0.0075056441,0.0005189242,0.0060739136,0.0148643639,0.0015192599,0.056828448,0.0122947514,0.0010691088,0.0002375797,0.0038200321,0.0001969411,0.0040638639,0.003176066,0.0,0.0148831201,0.0004595292,0.0036606036,0.0913275268,0.0251459396,0.0217604283,0.0213446638,0.0364153469,9.37815e-05,0.0223324953,0.004576536,0.4656594119,31.0593,19.7
Philippines,21325.751000000004,380.5110000000001,380.479,97.74,44.69,50.53,351.873,111046910.0,25.2,7599.188,7.07,71.23,106651394,115830.0,356.0,2019,0.001927776,0.076249355,0.0009413848,4.31312e-05,0.0044931433,0.0145989653,0.0048963261,0.0003047311,0.0273611051,0.0102624069,0.0017430621,0.0547700295,0.0221966156,0.0010360858,7.5011e-06,0.0078686266,0.0001800258,0.0033857973,0.0042840509,0.0003928688,0.0259537161,0.0001790881,0.0028232167,0.1915689916,0.0312776034,0.0311566485,0.0133959806,0.0262021892,0.0001284559,0.0098198435,0.0022775136,0.5717262355,18.79358,6.4
Poland,74144.53899999998,1801.6680000000028,1798.9789999999998,124.32,55.68,57.34,124.027,37797000.0,41.8,27216.445,5.91,78.73,37921592,120420.0,122.0,2019,0.0003559977,0.3219274128,0.0014609091,0.0,0.0020674238,0.0016270414,0.0003533607,0.0005564112,0.0014740942,0.0101604384,3.69183e-05,0.0314069093,0.0014371759,0.011550148,0.0,0.0006988103,0.0009255941,0.0003296275,0.0173463182,0.0,0.0214231512,0.0005880555,0.000266339,0.4607823427,0.0123808093,0.029927541,0.0225860771,0.0478487296,2.90072e-05,0.0487031241,0.00905289,1.0573026575,22.76563,23.1
Portugal,95301.35699999997,1178.5000000000005,1171.331,190.04,89.53,91.59,112.371,10167923.0,46.2,27936.896,9.85,82.05,10256193,35603.0,111.0,2019,0.0003510074,0.308603787,0.001511282,0.0,0.0009165194,0.0016185343,0.0046995995,0.0004972605,0.0021840463,0.0093309477,4.8751e-05,0.0807219599,0.0009555202,0.0017745376,0.0,0.0023107989,0.0003900083,0.0016087841,0.0132310303,0.0,0.0413896267,0.000234005,0.001228526,0.3641994647,0.0396638402,0.0687584565,0.0203974321,0.0529728721,3.90008e-05,0.0643708635,0.0129385241,1.0969469861,8.1761,20.8
Qatar,36336.850999999995,127.25499999999977,127.28099999999999,177.64,75.7,80.54,227.322,2930524.0,31.9,116935.6,16.52,80.23,2781682,4481.0,240.0,2019,0.0001797474,0.0298740115,0.0012582315,0.0,0.0013660799,0.0009706358,0.0001437979,0.0002875958,0.0003235453,0.0264947611,0.0002156968,0.0025164631,0.0029119073,0.0002156968,0.0,0.0002156968,0.0001437979,3.59495e-05,0.0047093809,0.0,0.0124025679,0.0002516463,0.0,0.0402993584,0.0047812798,0.0023726652,0.0063630566,0.0079448334,7.18989e-05,0.0014739284,0.00068304,0.1485072701,77.11195,35.1
Romania,61308.227,2243.3840000000014,2239.31,82.73,40.87,28.62,85.129,19127772.0,43.0,23313.199,9.74,76.05,19506114,92043.0,82.0,2019,0.0003075959,0.2696077753,0.0020865253,0.0,0.0032297566,0.0019481071,0.0007279769,0.0007638631,0.0048241285,0.0116630099,0.0001332915,0.0326154148,0.002255703,0.0027939958,0.0,0.0004665204,0.0015277261,0.0003844948,0.0111862363,0.0,0.0124012399,0.0016097517,0.000343482,0.7711787186,0.0156002369,0.0415562013,0.0532448442,0.0749816186,3.07596e-05,0.0454934284,0.0106325637,1.3735949662,15.06436,22.5
Russia,49114.83199999997,1685.0790000000002,1682.0819999999999,100.31,45.76,50.6,8.823,145912022.0,39.6,24765.954,6.18,72.58,145734038,6601633.0,9.0,2019,0.0007843054,0.2036737636,0.0045281117,0.0,0.0048622821,0.0152915546,0.0128192427,0.0040326886,0.0054771007,0.0143185492,0.0001413534,0.0226247762,0.0024400614,0.0195287253,0.0,0.0002902548,0.0062469963,0.0003122126,0.0267885255,1.37236e-05,0.0128631583,0.0039832836,0.0001688006,0.6895650555,0.0079953868,0.0270286891,0.0316343393,0.0623649775,3.91123e-05,0.0332365731,0.0064432442,1.2194968481,11.77739,23.1
Rwanda,7782.615000000003,94.5989999999999,94.302,94.82,40.94,57.47,494.869,13276517.0,20.3,1854.211,4.28,69.02,12301970,10169.0,467.0,2019,0.0080881355,0.0580638711,0.0017802027,0.027524047,0.0017233012,0.0037473673,0.0249147088,0.0001544468,0.0321899663,0.0195253281,0.0068200459,0.0458544445,0.0458056718,0.0009998399,0.0,0.0297594613,0.0004145677,0.009283066,0.0061697435,8.1288e-06,0.0155747413,0.0014956954,0.0089010134,0.0961309449,0.0102910347,0.020484524,0.0211266976,0.034929365,0.0014469227,0.0062754177,0.0012843471,0.5407670479,36.22432,5.8
Saint Lucia,71675.32499999991,1572.6690000000003,1572.6589999999999,56.94,26.74,30.2,293.187,184401.0,34.9,12951.839,11.62,76.2,181889,208.0,337.0,2019,0.0010995717,0.167134901,0.0016493576,0.0,0.0049480727,0.0175931475,0.003848501,0.0005497859,0.0021991434,0.0142944323,0.0010995717,0.0296884364,0.0087965737,0.0049480727,0.0,0.0021991434,0.0,0.0032987152,0.0071472162,0.0,0.0714721616,0.0,0.0027489293,0.2452044929,0.0390347959,0.0324373656,0.0181429333,0.0318875798,0.0,0.0225412202,0.0065974303,0.7405615513,20.83464,19.7
Saudi Arabia,5471.251,74.88800000000033,74.64500000000001,144.01,65.59,70.79,15.322,35340680.0,31.9,49045.411,17.72,75.13,33702756,852012.0,15.0,2019,0.000534081,0.0388810933,0.002115554,2.9671e-06,0.0021481923,0.0011957479,0.0020265405,0.0005963904,0.0038602184,0.0632470531,0.0007269435,0.01394248,0.0031955844,0.0003085801,3.56054e-05,0.0009791484,3.26383e-05,0.0001958297,0.0053141055,0.0,0.0088687109,0.0007299106,0.0001809941,0.1360037144,0.0205621166,0.0110465744,0.011165259,0.0142985339,0.0001928626,0.0050648677,0.0016675194,0.3491198168,64.06007,35.4
Senegal,3238.5360000000023,86.04600000000008,85.716,11.07,5.34,7.66,82.328,17196308.0,18.7,2470.58,2.42,67.94,15854323,75951.0,81.0,2019,0.0098585099,0.0517902909,0.0017850021,0.0425120644,0.0015894718,0.001179489,0.010110807,0.0001261486,0.0235393211,0.0114984412,0.0111452252,0.0428463581,0.0592141336,0.0005613611,0.0,0.0420074701,0.0004162902,0.0026806569,0.0071021639,1.26149e-05,0.0163930052,0.0013687119,0.0024977415,0.1007990061,0.0154342762,0.0174274234,0.0149170671,0.0275886898,0.0006748948,0.0078590552,0.0021066809,0.527042372,60.17498,8.8
Serbia,139610.774,1377.282999999999,1371.743,119.91,46.68,48.16,80.291,6871547.0,41.2,14048.881,10.08,76.0,8802754,34116.0,100.0,2019,0.0003067222,0.3231261489,0.0011700884,0.0,0.0011360081,0.0023060965,0.0005452839,0.0008179258,0.0014540904,0.0082814992,7.95206e-05,0.0178466875,0.001953934,0.0042713905,0.0,0.0004657633,0.0005680041,0.0002272016,0.0174377246,0.0,0.0421459012,0.0003976028,0.0001249609,0.7244210164,0.0285933243,0.0439067137,0.0159154737,0.0482235446,4.54403e-05,0.0291613284,0.0095424682,1.3244718641,25.50415,21.5
Sierra Leone,544.0099999999995,5.777000000000003,5.773,10.67,4.44,8.64,104.7,8141343.0,19.1,1390.3,2.42,54.7,7650150,27915.0,106.0,2019,0.0213067718,0.0496853003,0.0030587636,0.1531603955,0.0040129932,0.0019346026,0.0365744463,0.0001307164,0.0327967425,0.0195159572,0.0181695784,0.0975144278,0.0884296386,0.0006405103,9.15015e-05,0.0489402169,0.000653582,0.0154245342,0.0064181748,0.0,0.0143134448,0.0023267518,0.0149408835,0.1177623968,0.0135422181,0.0193329543,0.0155813938,0.0303784893,0.001882316,0.006339745,0.0017777429,0.8366371901,51.27564,8.7
Singapore,40482.61100000001,146.494,146.50799999999998,214.16,86.43,87.26,7915.731,5453600.0,42.4,85535.383,10.99,83.62,5757499,276.0,8041.0,2019,8.68433e-05,0.1215979369,0.0002257925,0.0,0.0002952671,0.0004342163,0.0006252715,0.0002778984,0.0010073819,0.0029179336,3.47373e-05,0.0602865932,0.0005210596,0.0002257925,0.0,0.0006252715,3.47373e-05,3.47373e-05,0.0080590548,0.0,0.0031089888,5.2106e-05,1.73687e-05,0.1182805242,0.0131654387,0.0130264895,0.0043942691,0.0102822423,1.73687e-05,0.0256534999,0.0041163707,0.3894051914,19.0006,6.1
Slovakia,199293.30299999993,2639.819999999998,2639.8030000000003,114.8,48.04,50.41,113.128,5449270.0,41.2,30155.152,7.29,77.54,5453014,18933.0,111.0,2019,0.0003667696,0.2549232406,0.0011369859,0.0,0.0023289872,0.0021639409,7.33539e-05,0.0003300927,0.0005684929,0.0078305319,5.50154e-05,0.033926192,0.002090587,0.0039977891,0.0,0.0003300927,0.002017233,0.0001833848,0.0127452451,0.0,0.0152392787,0.0004584621,0.0001467079,0.4913979682,0.0139005695,0.021034239,0.0310653888,0.0548137232,3.6677e-05,0.0359250866,0.006656869,0.9957429047,18.52632,20.5
Slovenia,163609.11500000014,1376.2989999999975,1354.1970000000001,132.87,57.22,60.16,102.619,2078723.0,44.5,31400.84,7.25,81.32,2077837,7827.0,102.0,2019,0.0002887618,0.3049324851,0.0005293967,0.0,0.0009625394,0.0009144124,9.62539e-05,0.0013475552,0.0006256506,0.006545268,4.8127e-05,0.0333519906,0.0007219046,0.0100585368,0.0,0.0002887618,0.0006737776,9.62539e-05,0.0197320579,0.0,0.0171813285,0.0002887618,4.8127e-05,0.375245989,0.0125611393,0.0307531341,0.0273842462,0.0540947148,4.8127e-05,0.0643457596,0.0099141559,0.9730792165,17.06109,20.2
South Africa,39402.634,1036.9189999999999,1032.1109999999999,46.47,26.37,31.49,46.754,60041996.0,27.3,12294.876,5.52,64.13,57792518,471442.0,47.0,2019,0.003843058,0.0948271539,0.0037703843,0.0008028721,0.0026145253,0.033087328,0.248909383,0.0001989877,0.0342345353,0.0332897764,0.002386122,0.0500774166,0.0296543577,0.0010070508,0.0001176623,0.0233594252,0.000728468,0.0036354187,0.0136072977,6.57525e-05,0.0475338347,0.0008841975,0.0035246777,0.1430306255,0.0213747392,0.0308465535,0.0100774291,0.023110258,0.0002145606,0.0114253544,0.0022494261,0.8744886319,28.32529,28.3
South Korea,11161.824000000002,91.21399999999994,90.887,202.27,83.0,86.23,527.967,51305184.0,43.4,35938.374,6.8,83.03,51171706,38667.0,511.0,2019,0.0001504738,0.2035812525,0.0010884921,3.9084e-06,0.0013503556,0.0014578369,0.0002696803,0.0002325504,0.0061635623,0.0134488383,7.42598e-05,0.030553994,0.0010572249,0.0019483423,0.0,0.0019366171,0.0005882157,0.0006214372,0.0284825368,0.0,0.0251349838,0.0004142914,0.000238413,0.151413752,0.0155926011,0.0303019016,0.0202377462,0.0339738527,5.27635e-05,0.0360570351,0.0072891844,0.6137161032,27.44749,4.7
Spain,93410.20700000007,825.0630000000014,825.068,178.69,81.01,84.85,93.105,46745211.0,45.5,34272.36,7.17,83.56,46692858,195364.0,92.0,2019,0.0003319565,0.2694951763,0.0005118556,0.0,0.0009102034,0.0007174545,0.0014541838,0.001559125,0.0008095456,0.0055040537,3.21248e-05,0.0303772367,0.0010344194,0.0009187701,0.0,0.0025978277,0.0001263577,0.001000153,0.0080504817,2.1417e-06,0.021705675,0.0002312988,0.0006467799,0.2816126612,0.0313645397,0.0782989124,0.0176001221,0.0497120994,2.99832e-05,0.0625534637,0.0131433377,0.8823319404,9.99323,23.8
Sri Lanka,25277.074999999993,687.1180000000002,686.9699999999999,157.42,64.39,74.39,341.955,21497306.0,34.1,11669.077,10.68,76.98,21228763,25332.0,324.0,2019,0.0013990452,0.0882010883,0.0017099442,0.0,0.0043714276,0.0036177332,0.0001790024,0.0006312191,0.0041123451,0.0155873425,0.0004899014,0.0221350627,0.0050544631,0.0018748148,0.0,0.0048000913,0.0002308189,0.0007678262,0.020844361,0.0013283864,0.0625236619,0.0003014778,0.0006971673,0.2194051533,0.0261908807,0.0640498931,0.020580568,0.0252016568,0.0001083436,0.0195065534,0.0040416863,0.6199419156,19.96277,5.2
